time, R
6.478158,1.089580
6.479507,1.089948
6.480856,1.090316
6.482206,1.090683
6.483558,1.091051
6.484910,1.091418
6.486263,1.091784
6.487618,1.092151
6.488974,1.092517
6.490330,1.092883
6.491688,1.093248
6.493047,1.093614
6.494406,1.093979
6.495767,1.094343
6.497129,1.094708
6.498492,1.095072
6.499857,1.095436
6.501222,1.095799
6.502588,1.096162
6.503956,1.096525
6.505324,1.096888
6.506694,1.097250
6.508065,1.097612
6.509437,1.097974
6.510810,1.098335
6.512184,1.098696
6.513560,1.099057
6.514936,1.099418
6.516314,1.099778
6.517692,1.100138
6.519072,1.100497
6.520454,1.100856
6.521836,1.101215
6.523219,1.101574
6.524604,1.101932
6.525990,1.102290
6.527377,1.102648
6.528765,1.103006
6.530154,1.103363
6.531545,1.103719
6.532936,1.104076
6.534329,1.104432
6.535724,1.104788
6.537119,1.105144
6.538516,1.105499
6.539914,1.105854
6.541313,1.106208
6.542713,1.106563
6.544115,1.106916
6.545518,1.107270
6.546922,1.107623
6.548327,1.107976
6.549734,1.108329
6.551142,1.108681
6.552551,1.109033
6.553961,1.109385
6.555373,1.109736
6.556786,1.110088
6.558201,1.110438
6.559616,1.110789
6.561033,1.111139
6.562451,1.111488
6.563871,1.111838
6.565292,1.112187
6.566714,1.112536
6.568138,1.112884
6.569563,1.113232
6.570989,1.113580
6.572417,1.113927
6.573846,1.114274
6.575277,1.114621
6.576708,1.114967
6.578142,1.115313
6.579576,1.115659
6.581012,1.116004
6.582450,1.116349
6.583888,1.116694
6.585329,1.117038
6.586770,1.117382
6.588213,1.117726
6.589658,1.118069
6.591104,1.118412
6.592551,1.118755
6.594000,1.119097
6.595450,1.119439
6.596902,1.119781
6.598356,1.120122
6.599810,1.120463
6.601266,1.120803
6.602724,1.121143
6.604183,1.121483
6.605644,1.121822
6.607106,1.122161
6.608570,1.122500
6.610036,1.122838
6.611502,1.123176
6.612971,1.123514
6.614441,1.123851
6.615912,1.124188
6.617385,1.124525
6.618860,1.124861
6.620336,1.125197
6.621814,1.125532
6.623293,1.125867
6.624774,1.126202
6.626257,1.126536
6.627741,1.126870
6.629227,1.127204
6.630715,1.127537
6.632204,1.127870
6.633695,1.128202
6.635187,1.128535
6.636681,1.128866
6.638177,1.129198
6.639675,1.129529
6.641174,1.129859
6.642675,1.130189
6.644178,1.130519
6.645682,1.130849
6.647188,1.131178
6.648696,1.131506
6.650205,1.131835
6.651717,1.132163
6.653230,1.132490
6.654745,1.132817
6.656261,1.133144
6.657780,1.133470
6.659300,1.133796
6.660822,1.134122
6.662346,1.134447
6.663871,1.134772
6.665399,1.135096
6.666928,1.135420
6.668459,1.135744
6.669993,1.136067
6.671528,1.136389
6.673064,1.136712
6.674603,1.137034
6.676144,1.137355
6.677686,1.137677
6.679231,1.137997
6.680777,1.138318
6.682326,1.138638
6.683876,1.138957
6.685428,1.139276
6.686982,1.139595
6.688539,1.139913
6.690097,1.140231
6.691657,1.140548
6.693220,1.140865
6.694784,1.141182
6.696350,1.141498
6.697919,1.141814
6.699489,1.142129
6.701062,1.142444
6.702637,1.142759
6.704213,1.143073
6.705792,1.143386
6.707373,1.143700
6.708956,1.144012
6.710542,1.144325
6.712129,1.144637
6.713719,1.144948
6.715311,1.145259
6.716905,1.145570
6.718501,1.145880
6.720100,1.146190
6.721700,1.146499
6.723303,1.146808
6.724909,1.147116
6.726516,1.147424
6.728126,1.147732
6.729738,1.148039
6.731353,1.148345
6.732969,1.148651
6.734589,1.148957
6.736210,1.149262
6.737834,1.149567
6.739460,1.149871
6.741089,1.150175
6.742720,1.150479
6.744354,1.150782
6.745990,1.151084
6.747628,1.151386
6.749269,1.151688
6.750913,1.151989
6.752559,1.152289
6.754207,1.152590
6.755858,1.152889
6.757512,1.153188
6.759168,1.153487
6.760827,1.153785
6.762489,1.154083
6.764153,1.154380
6.765819,1.154677
6.767489,1.154974
6.769161,1.155269
6.770836,1.155565
6.772513,1.155860
6.774194,1.156154
6.775877,1.156448
6.777562,1.156741
6.779251,1.157034
6.780942,1.157326
6.782637,1.157618
6.784334,1.157910
6.786034,1.158201
6.787737,1.158491
6.789443,1.158781
6.791151,1.159070
6.792863,1.159359
6.794578,1.159647
6.796295,1.159935
6.798016,1.160223
6.799740,1.160509
6.801467,1.160796
6.803197,1.161081
6.804930,1.161367
6.806666,1.161651
6.808405,1.161935
6.810148,1.162219
6.811893,1.162502
6.813642,1.162785
6.815394,1.163067
6.817150,1.163348
6.818909,1.163629
6.820671,1.163909
6.822436,1.164189
6.824205,1.164469
6.825977,1.164747
6.827753,1.165026
6.829532,1.165303
6.831315,1.165580
6.833101,1.165857
6.834891,1.166133
6.836684,1.166408
6.838481,1.166683
6.840282,1.166957
6.842086,1.167231
6.843894,1.167504
6.845705,1.167777
6.847521,1.168049
6.849340,1.168320
6.851163,1.168591
6.852990,1.168861
6.854820,1.169131
6.856655,1.169400
6.858494,1.169668
6.860336,1.169936
6.862183,1.170203
6.864034,1.170470
6.865889,1.170736
6.867747,1.171001
6.869611,1.171266
6.871478,1.171531
6.873350,1.171794
6.875225,1.172057
6.877106,1.172319
6.878990,1.172581
6.880879,1.172842
6.882773,1.173103
6.884671,1.173363
6.886573,1.173622
6.888480,1.173880
6.890392,1.174138
6.892308,1.174395
6.894229,1.174652
6.896155,1.174908
6.898086,1.175163
6.900021,1.175418
6.901962,1.175672
6.903907,1.175925
6.905858,1.176178
6.907813,1.176430
6.909774,1.176681
6.911740,1.176932
6.913711,1.177181
6.915687,1.177431
6.917669,1.177679
6.919656,1.177927
6.921649,1.178174
6.923647,1.178420
6.925650,1.178666
6.927660,1.178911
6.929675,1.179155
6.931696,1.179399
6.933722,1.179642
6.935755,1.179884
6.937794,1.180125
6.939838,1.180366
6.941889,1.180606
6.943946,1.180845
6.946010,1.181083
6.948079,1.181321
6.950155,1.181557
6.952238,1.181793
6.954327,1.182029
6.956423,1.182263
6.958526,1.182497
6.960636,1.182730
6.962752,1.182962
6.964876,1.183193
6.967006,1.183424
6.969144,1.183653
6.971290,1.183882
6.973443,1.184110
6.975603,1.184338
6.977771,1.184564
6.979947,1.184790
6.982130,1.185014
6.984322,1.185238
6.986522,1.185461
6.988730,1.185683
6.990946,1.185904
6.993171,1.186125
6.995404,1.186344
6.997646,1.186563
6.999897,1.186780
7.002158,1.186997
7.004427,1.187213
7.006706,1.187428
7.008994,1.187642
7.011291,1.187855
7.013599,1.188067
7.015916,1.188278
7.018244,1.188488
7.020582,1.188697
7.022931,1.188905
7.025290,1.189113
7.027660,1.189319
7.030041,1.189524
7.032434,1.189728
7.034838,1.189931
7.037254,1.190133
7.039682,1.190334
7.042122,1.190534
7.044575,1.190733
7.047040,1.190931
7.049518,1.191127
7.052010,1.191323
7.054515,1.191517
7.057034,1.191710
7.059568,1.191903
7.062115,1.192094
7.064678,1.192283
7.067256,1.192472
7.069849,1.192659
7.072459,1.192845
7.075084,1.193030
7.077727,1.193214
7.080386,1.193396
7.083064,1.193577
7.085759,1.193757
7.088473,1.193935
7.091206,1.194112
7.093959,1.194288
7.096732,1.194462
7.099526,1.194635
7.102341,1.194806
7.105179,1.194976
7.108039,1.195144
7.110923,1.195311
7.113831,1.195477
7.116765,1.195641
7.119725,1.195803
7.122712,1.195963
7.125727,1.196122
7.128771,1.196279
7.131845,1.196435
7.134951,1.196589
7.138090,1.196740
7.141263,1.196890
7.144472,1.197039
7.147718,1.197185
7.151004,1.197329
7.154330,1.197471
7.157700,1.197611
7.161116,1.197749
7.164579,1.197884
7.168094,1.198018
7.171663,1.198149
7.175289,1.198277
7.178976,1.198403
7.182728,1.198526
7.186551,1.198647
7.190450,1.198764
7.194430,1.198879
7.198500,1.198990
7.202667,1.199098
7.206941,1.199202
7.211334,1.199303
7.215860,1.199399
7.220536,1.199491
7.225384,1.199579
7.230430,1.199661
7.235710,1.199738
7.241273,1.199808
7.247187,1.199870
7.253556,1.199924
7.260555,1.199967
7.268514,1.199994
7.278292,1.199997
7.292359,1.199943
7.302186,1.199864
7.310979,1.199765
7.318616,1.199656
7.325342,1.199544
7.331400,1.199429
7.336972,1.199312
7.342180,1.199193
7.347108,1.199071
7.351813,1.198947
7.356335,1.198820
7.360702,1.198691
7.364936,1.198560
7.369054,1.198426
7.373067,1.198290
7.376988,1.198151
7.380824,1.198010
7.384583,1.197867
7.388271,1.197722
7.391893,1.197575
7.395454,1.197426
7.398958,1.197275
7.402408,1.197122
7.405808,1.196967
7.409161,1.196810
7.412469,1.196652
7.415735,1.196492
7.418960,1.196330
7.422148,1.196166
7.425299,1.196001
7.428415,1.195834
7.431497,1.195666
7.434548,1.195496
7.437568,1.195325
7.440559,1.195152
7.443522,1.194977
7.446457,1.194802
7.449366,1.194624
7.452250,1.194446
7.455109,1.194266
7.457945,1.194084
7.460758,1.193902
7.463549,1.193718
7.466319,1.193533
7.469068,1.193346
7.471796,1.193158
7.474506,1.192969
7.477196,1.192779
7.479867,1.192587
7.482521,1.192395
7.485157,1.192201
7.487777,1.192006
7.490379,1.191810
7.492966,1.191613
7.495536,1.191414
7.498092,1.191215
7.500632,1.191014
7.503158,1.190813
7.505669,1.190610
7.508166,1.190406
7.510650,1.190201
7.513120,1.189995
7.515577,1.189788
7.518021,1.189580
7.520453,1.189371
7.522872,1.189162
7.525279,1.188951
7.527675,1.188739
7.530058,1.188526
7.532431,1.188312
7.534792,1.188097
7.537143,1.187881
7.539482,1.187665
7.541811,1.187447
7.544130,1.187229
7.546439,1.187009
7.548737,1.186789
7.551026,1.186568
7.553305,1.186345
7.555574,1.186122
7.557835,1.185898
7.560086,1.185674
7.562328,1.185448
7.564561,1.185222
7.566785,1.184994
7.569001,1.184766
7.571208,1.184537
7.573407,1.184307
7.575598,1.184077
7.577781,1.183845
7.579955,1.183613
7.582122,1.183380
7.584281,1.183146
7.586433,1.182911
7.588577,1.182676
7.590713,1.182440
7.592842,1.182202
7.594964,1.181965
7.597079,1.181726
7.599187,1.181487
7.601288,1.181247
7.603382,1.181006
7.605469,1.180764
7.607549,1.180522
7.609623,1.180279
7.611691,1.180035
7.613752,1.179790
7.615807,1.179545
7.617855,1.179299
7.619897,1.179052
7.621934,1.178805
7.623964,1.178557
7.625988,1.178308
7.628006,1.178058
7.630019,1.177808
7.632026,1.177557
7.634027,1.177306
7.636022,1.177053
7.638012,1.176800
7.639996,1.176547
7.641975,1.176292
7.643949,1.176037
7.645917,1.175782
7.647880,1.175525
7.649838,1.175268
7.651790,1.175011
7.653738,1.174752
7.655680,1.174493
7.657618,1.174234
7.659550,1.173974
7.661478,1.173713
7.663401,1.173451
7.665319,1.173189
7.667232,1.172926
7.669141,1.172663
7.671045,1.172399
7.672944,1.172134
7.674839,1.171869
7.676729,1.171603
7.678615,1.171337
7.680497,1.171069
7.682374,1.170802
7.684246,1.170533
7.686115,1.170264
7.687979,1.169995
7.689839,1.169725
7.691695,1.169454
7.693546,1.169183
7.695394,1.168911
7.697237,1.168639
7.699077,1.168365
7.700912,1.168092
7.702743,1.167818
7.704571,1.167543
7.706394,1.167268
7.708214,1.166992
7.710030,1.166715
7.711842,1.166438
7.713651,1.166161
7.715455,1.165882
7.717256,1.165604
7.719053,1.165324
7.720847,1.165045
7.722637,1.164764
7.724423,1.164483
7.726206,1.164202
7.727986,1.163920
7.729761,1.163637
7.731534,1.163354
7.733303,1.163071
7.735068,1.162786
7.736831,1.162502
7.738589,1.162216
7.740345,1.161931
7.742097,1.161644
7.743846,1.161358
7.745592,1.161070
7.747334,1.160782
7.749073,1.160494
7.750809,1.160205
7.752542,1.159916
7.754272,1.159626
7.755998,1.159335
7.757722,1.159044
7.759443,1.158753
7.761160,1.158461
7.762874,1.158169
7.764586,1.157876
7.766294,1.157582
7.768000,1.157288
7.769702,1.156994
7.771402,1.156699
7.773099,1.156404
7.774792,1.156108
7.776483,1.155811
7.778172,1.155514
7.779857,1.155217
7.781540,1.154919
7.783219,1.154621
7.784896,1.154322
7.786571,1.154023
7.788242,1.153723
7.789911,1.153423
7.791577,1.153122
7.793241,1.152821
7.794902,1.152519
7.796560,1.152217
7.798216,1.151914
7.799869,1.151611
7.801519,1.151308
7.803167,1.151004
7.804813,1.150699
7.806455,1.150394
7.808096,1.150089
7.809733,1.149783
7.811369,1.149477
7.813002,1.149170
7.814632,1.148863
7.816260,1.148555
7.817886,1.148247
7.819509,1.147939
7.821130,1.147630
7.822748,1.147320
7.824364,1.147010
7.825978,1.146700
7.827589,1.146389
7.829198,1.146078
7.830805,1.145766
7.832409,1.145454
7.834012,1.145142
7.835611,1.144829
7.837209,1.144515
7.838805,1.144202
7.840398,1.143887
7.841989,1.143573
7.843578,1.143258
7.845164,1.142942
7.846749,1.142626
7.848331,1.142310
7.849911,1.141993
7.851489,1.141676
7.853065,1.141358
7.854639,1.141040
7.856210,1.140722
7.857780,1.140403
7.859347,1.140084
7.860913,1.139764
7.862476,1.139444
7.864038,1.139123
7.865597,1.138802
7.867154,1.138481
7.868710,1.138159
7.870263,1.137837
7.871814,1.137514
7.873364,1.137191
7.874911,1.136868
7.876456,1.136544
7.878000,1.136220
7.879542,1.135895
7.881081,1.135571
7.882619,1.135245
7.884155,1.134919
7.885689,1.134593
7.887221,1.134267
7.888751,1.133940
7.890279,1.133612
7.891806,1.133285
7.893330,1.132956
7.894853,1.132628
7.896374,1.132299
7.897893,1.131970
7.899411,1.131640
7.900926,1.131310
7.902440,1.130980
7.903952,1.130649
7.905462,1.130318
7.906971,1.129986
7.908478,1.129654
7.909983,1.129322
7.911486,1.128989
7.912988,1.128656
7.914487,1.128322
7.915986,1.127989
7.917482,1.127654
7.918977,1.127320
7.920470,1.126985
7.921961,1.126650
7.923451,1.126314
7.924939,1.125978
7.926425,1.125641
7.927910,1.125305
7.929393,1.124967
7.930875,1.124630
7.932355,1.124292
7.933833,1.123954
7.935310,1.123615
7.936785,1.123276
7.938259,1.122937
7.939731,1.122597
7.941201,1.122257
7.942670,1.121917
7.944137,1.121576
7.945603,1.121235
7.947067,1.120894
7.948530,1.120552
7.949991,1.120210
7.951451,1.119867
7.952909,1.119524
7.954365,1.119181
7.955820,1.118837
7.957274,1.118494
7.958726,1.118149
7.960177,1.117805
7.961626,1.117460
7.963074,1.117114
7.964520,1.116769
7.965965,1.116423
7.967408,1.116077
7.968850,1.115730
7.970291,1.115383
7.971730,1.115036
7.973168,1.114688
7.974604,1.114340
7.976039,1.113992
7.977472,1.113643
7.978904,1.113294
7.980335,1.112945
7.981764,1.112595
7.983192,1.112245
7.984619,1.111895
7.986044,1.111544
7.987468,1.111193
7.988890,1.110842
7.990312,1.110490
7.991732,1.110138
7.993150,1.109786
7.994567,1.109433
7.995983,1.109080
7.997398,1.108727
7.998811,1.108373
8.000223,1.108019
8.001633,1.107665
8.003043,1.107311
8.004451,1.106956
8.005858,1.106601
8.007263,1.106245
8.008667,1.105889
8.010070,1.105533
8.011472,1.105177
8.012873,1.104820
8.014272,1.104463
8.015670,1.104105
8.017067,1.103748
8.018462,1.103390
8.019856,1.103031
8.021250,1.102673
8.022641,1.102314
8.024032,1.101954
8.025422,1.101595
8.026810,1.101235
8.028197,1.100875
8.029583,1.100514
8.030967,1.100154
8.032351,1.099793
8.033733,1.099431
8.035114,1.099069
8.036494,1.098707
8.037873,1.098345
8.039251,1.097983
8.040627,1.097620
8.042003,1.097256
8.043377,1.096893
8.044750,1.096529
8.046122,1.096165
8.047493,1.095801
8.048863,1.095436
8.050231,1.095071
8.051599,1.094706
8.052965,1.094340
8.054330,1.093974
8.055695,1.093608
8.057058,1.093242
8.058420,1.092875
8.059780,1.092508
8.061140,1.092141
8.062499,1.091773
8.063857,1.091405
8.065213,1.091037
8.066569,1.090669
8.067923,1.090300
8.069277,1.089931
8.070629,1.089562
8.071981,1.089192
8.073331,1.088822
8.074680,1.088452
8.076028,1.088082
8.077375,1.087711
8.078722,1.087340
8.080067,1.086969
8.081411,1.086597
8.082754,1.086226
8.084096,1.085854
8.085437,1.085481
8.086777,1.085109
8.088116,1.084736
8.089454,1.084362
8.090792,1.083989
8.092128,1.083615
8.093463,1.083241
8.094797,1.082867
8.096130,1.082492
8.097462,1.082118
8.098794,1.081743
8.100124,1.081367
8.101453,1.080992
8.102782,1.080616
8.104109,1.080240
8.105436,1.079863
8.106761,1.079487
8.108086,1.079110
8.109409,1.078732
8.110732,1.078355
8.112054,1.077977
8.113375,1.077599
8.114695,1.077221
8.116014,1.076843
8.117332,1.076464
8.118649,1.076085
8.119965,1.075706
8.121281,1.075326
8.122595,1.074946
8.123909,1.074566
8.125222,1.074186
8.126533,1.073805
8.127844,1.073425
8.129154,1.073043
8.130464,1.072662
8.131772,1.072281
8.133079,1.071899
8.134386,1.071517
8.135692,1.071134
8.136997,1.070752
8.138300,1.070369
8.139604,1.069986
8.140906,1.069603
8.142207,1.069219
8.143508,1.068835
8.144808,1.068451
8.146107,1.068067
8.147405,1.067683
8.148702,1.067298
8.149998,1.066913
8.151294,1.066527
8.152589,1.066142
8.153883,1.065756
8.155176,1.065370
8.156468,1.064984
8.157760,1.064598
8.159050,1.064211
8.160340,1.063824
8.161629,1.063437
8.162918,1.063049
8.164205,1.062662
8.165492,1.062274
8.166778,1.061886
8.168063,1.061497
8.169348,1.061109
8.170631,1.060720
8.171914,1.060331
8.173196,1.059942
8.174477,1.059552
8.175758,1.059163
8.177038,1.058773
8.178317,1.058382
8.179595,1.057992
8.180873,1.057601
8.182149,1.057211
8.183425,1.056820
8.184701,1.056428
8.185975,1.056037
8.187249,1.055645
8.188522,1.055253
8.189795,1.054861
8.191066,1.054468
8.192337,1.054076
8.193607,1.053683
8.194877,1.053290
8.196145,1.052896
8.197413,1.052503
8.198681,1.052109
8.199947,1.051715
8.201213,1.051321
8.202478,1.050927
8.203743,1.050532
8.205007,1.050137
8.206270,1.049742
8.207532,1.049347
8.208794,1.048952
8.210055,1.048556
8.211315,1.048160
8.212575,1.047764
8.213834,1.047368
8.215092,1.046971
8.216350,1.046574
8.217607,1.046177
8.218863,1.045780
8.220119,1.045383
8.221374,1.044985
8.222628,1.044588
8.223882,1.044190
8.225135,1.043792
8.226388,1.043393
8.227639,1.042995
8.228890,1.042596
8.230141,1.042197
8.231391,1.041798
8.232640,1.041398
8.233888,1.040999
8.235136,1.040599
8.236384,1.040199
8.237630,1.039799
8.238876,1.039399
8.240122,1.038998
8.241367,1.038597
8.242611,1.038196
8.243855,1.037795
8.245097,1.037394
8.246340,1.036992
8.247582,1.036591
8.248823,1.036189
8.250063,1.035787
8.251303,1.035385
8.252543,1.034982
8.253782,1.034579
8.255020,1.034177
8.256257,1.033774
8.257495,1.033370
8.258731,1.032967
8.259967,1.032563
8.261202,1.032160
8.262437,1.031756
8.263671,1.031351
8.264905,1.030947
8.266138,1.030543
8.267370,1.030138
8.268602,1.029733
8.269834,1.029328
8.271064,1.028923
8.272295,1.028517
8.273524,1.028112
8.274754,1.027706
8.275982,1.027300
8.277210,1.026894
8.278438,1.026488
8.279665,1.026081
8.280891,1.025675
8.282117,1.025268
8.283343,1.024861
8.284568,1.024454
8.285792,1.024046
8.287016,1.023639
8.288239,1.023231
8.289462,1.022823
8.290684,1.022415
8.291906,1.022007
8.293127,1.021599
8.294348,1.021190
8.295568,1.020782
8.296788,1.020373
8.298008,1.019964
8.299226,1.019555
8.300445,1.019145
8.301662,1.018736
8.302880,1.018326
8.304097,1.017916
8.305313,1.017506
8.306529,1.017096
8.307744,1.016686
8.308959,1.016275
8.310173,1.015865
8.311387,1.015454
8.312601,1.015043
8.313814,1.014632
8.315026,1.014221
8.316238,1.013810
8.317450,1.013398
8.318661,1.012986
8.319872,1.012574
8.321082,1.012162
8.322292,1.011750
8.323501,1.011338
8.324710,1.010926
8.325919,1.010513
8.327127,1.010100
8.328335,1.009687
8.329542,1.009274
8.330748,1.008861
8.331955,1.008448
8.333161,1.008034
8.334366,1.007621
8.335571,1.007207
8.336776,1.006793
8.337980,1.006379
8.339184,1.005965
8.340387,1.005551
8.341590,1.005136
8.342793,1.004722
8.343995,1.004307
8.345196,1.003892
8.346398,1.003477
8.347599,1.003062
8.348799,1.002647
8.349999,1.002232
8.351199,1.001816
8.352398,1.001400
8.353597,1.000985
8.354796,1.000569
8.355994,1.000153
8.357192,0.999736
8.358390,0.999320
8.359587,0.998904
8.360783,0.998487
8.361980,0.998071
8.363176,0.997654
8.364371,0.997237
8.365566,0.996820
8.366761,0.996403
8.367956,0.995985
8.369150,0.995568
8.370344,0.995150
8.371537,0.994733
8.372730,0.994315
8.373923,0.993897
8.375116,0.993479
8.376308,0.993061
8.377500,0.992643
8.378691,0.992224
8.379882,0.991806
8.381073,0.991387
8.382263,0.990969
8.383453,0.990550
8.384643,0.990131
8.385833,0.989712
8.387022,0.989293
8.388211,0.988874
8.389399,0.988454
8.390587,0.988035
8.391775,0.987615
8.392963,0.987195
8.394150,0.986776
8.395337,0.986356
8.396524,0.985936
8.397710,0.985516
8.398896,0.985096
8.400082,0.984675
8.401267,0.984255
8.402453,0.983835
8.403638,0.983414
8.404822,0.982993
8.406007,0.982573
8.407191,0.982152
8.408374,0.981731
8.409558,0.981310
8.410741,0.980889
8.411924,0.980467
8.413107,0.980046
8.414290,0.979625
8.415472,0.979203
8.416654,0.978782
8.417836,0.978360
8.419017,0.977938
8.420198,0.977516
8.421379,0.977094
8.422560,0.976672
8.423740,0.976250
8.424921,0.975828
8.426101,0.975406
8.427280,0.974984
8.428460,0.974561
8.429639,0.974139
8.430818,0.973716
8.431997,0.973293
8.433176,0.972871
8.434354,0.972448
8.435533,0.972025
8.436711,0.971602
8.437888,0.971179
8.439066,0.970756
8.440243,0.970333
8.441421,0.969910
8.442598,0.969486
8.443774,0.969063
8.444951,0.968640
8.446127,0.968216
8.447304,0.967793
8.448480,0.967369
8.449655,0.966945
8.450831,0.966521
8.452007,0.966098
8.453182,0.965674
8.454357,0.965250
8.455532,0.964826
8.456707,0.964402
8.457881,0.963978
8.459056,0.963554
8.460230,0.963129
8.461404,0.962705
8.462578,0.962281
8.463752,0.961857
8.464926,0.961432
8.466099,0.961008
8.467273,0.960583
8.468446,0.960159
8.469619,0.959734
8.470792,0.959309
8.471965,0.958885
8.473138,0.958460
8.474310,0.958035
8.475483,0.957610
8.476655,0.957186
8.477828,0.956761
8.479000,0.956336
8.480172,0.955911
8.481344,0.955486
8.482515,0.955061
8.483687,0.954636
8.484859,0.954211
8.486030,0.953786
8.487202,0.953360
8.488373,0.952935
8.489544,0.952510
8.490715,0.952085
8.491886,0.951659
8.493057,0.951234
8.494228,0.950809
8.495399,0.950384
8.496570,0.949958
8.497740,0.949533
8.498911,0.949107
8.500082,0.948682
8.501252,0.948257
8.502422,0.947831
8.503593,0.947406
8.504763,0.946980
8.505933,0.946555
8.507104,0.946129
8.508274,0.945704
8.509444,0.945278
8.510614,0.944853
8.511784,0.944427
8.512954,0.944001
8.514124,0.943576
8.515294,0.943150
8.516464,0.942725
8.517634,0.942299
8.518804,0.941874
8.519974,0.941448
8.521144,0.941023
8.522314,0.940597
8.523484,0.940172
8.524654,0.939746
8.525824,0.939320
8.526994,0.938895
8.528164,0.938469
8.529334,0.938044
8.530504,0.937618
8.531674,0.937193
8.532844,0.936767
8.534014,0.936342
8.535184,0.935917
8.536354,0.935491
8.537525,0.935066
8.538695,0.934640
8.539865,0.934215
8.541036,0.933790
8.542206,0.933364
8.543376,0.932939
8.544547,0.932514
8.545717,0.932089
8.546888,0.931663
8.548059,0.931238
8.549230,0.930813
8.550400,0.930388
8.551571,0.929963
8.552742,0.929538
8.553914,0.929113
8.555085,0.928688
8.556256,0.928263
8.557428,0.927838
8.558599,0.927413
8.559771,0.926989
8.560942,0.926564
8.562114,0.926139
8.563286,0.925715
8.564458,0.925290
8.565631,0.924866
8.566803,0.924441
8.567975,0.924017
8.569148,0.923592
8.570321,0.923168
8.571494,0.922744
8.572667,0.922319
8.573840,0.921895
8.575013,0.921471
8.576187,0.921047
8.577361,0.920623
8.578535,0.920199
8.579709,0.919776
8.580883,0.919352
8.582057,0.918928
8.583232,0.918505
8.584407,0.918081
8.585582,0.917658
8.586757,0.917234
8.587932,0.916811
8.589108,0.916388
8.590284,0.915965
8.591460,0.915542
8.592636,0.915119
8.593812,0.914696
8.594989,0.914273
8.596166,0.913850
8.597343,0.913428
8.598521,0.913005
8.599698,0.912583
8.600876,0.912161
8.602054,0.911738
8.603233,0.911316
8.604411,0.910894
8.605590,0.910472
8.606770,0.910051
8.607949,0.909629
8.609129,0.909207
8.610309,0.908786
8.611489,0.908364
8.612670,0.907943
8.613851,0.907522
8.615032,0.907101
8.616214,0.906680
8.617396,0.906259
8.618578,0.905839
8.619761,0.905418
8.620944,0.904998
8.622127,0.904578
8.623310,0.904157
8.624494,0.903737
8.625679,0.903317
8.626863,0.902898
8.628048,0.902478
8.629234,0.902059
8.630419,0.901639
8.631605,0.901220
8.632792,0.900801
8.633979,0.900382
8.635166,0.899963
8.636354,0.899545
8.637542,0.899126
8.638731,0.898708
8.639919,0.898290
8.641109,0.897872
8.642299,0.897454
8.643489,0.897036
8.644680,0.896619
8.645871,0.896201
8.647062,0.895784
8.648254,0.895367
8.649447,0.894950
8.650640,0.894534
8.651833,0.894117
8.653027,0.893701
8.654221,0.893285
8.655416,0.892869
8.656612,0.892453
8.657808,0.892037
8.659004,0.891622
8.660201,0.891207
8.661398,0.890792
8.662596,0.890377
8.663795,0.889962
8.664994,0.889548
8.666194,0.889133
8.667394,0.888719
8.668595,0.888306
8.669796,0.887892
8.670998,0.887479
8.672200,0.887065
8.673404,0.886652
8.674607,0.886240
8.675812,0.885827
8.677016,0.885415
8.678222,0.885003
8.679428,0.884591
8.680635,0.884179
8.681842,0.883768
8.683051,0.883356
8.684259,0.882945
8.685469,0.882535
8.686679,0.882124
8.687890,0.881714
8.689101,0.881304
8.690313,0.880894
8.691526,0.880485
8.692740,0.880075
8.693954,0.879666
8.695169,0.879257
8.696385,0.878849
8.697601,0.878441
8.698819,0.878033
8.700037,0.877625
8.701256,0.877218
8.702475,0.876810
8.703696,0.876404
8.704917,0.875997
8.706139,0.875591
8.707362,0.875185
8.708585,0.874779
8.709810,0.874373
8.711035,0.873968
8.712261,0.873563
8.713488,0.873159
8.714716,0.872754
8.715945,0.872350
8.717175,0.871947
8.718405,0.871543
8.719637,0.871140
8.720869,0.870737
8.722102,0.870335
8.723336,0.869933
8.724572,0.869531
8.725808,0.869129
8.727045,0.868728
8.728283,0.868327
8.729522,0.867927
8.730762,0.867527
8.732003,0.867127
8.733246,0.866727
8.734489,0.866328
8.735733,0.865929
8.736978,0.865531
8.738225,0.865133
8.739472,0.864735
8.740721,0.864338
8.741970,0.863941
8.743221,0.863544
8.744473,0.863148
8.745726,0.862752
8.746980,0.862357
8.748235,0.861962
8.749492,0.861567
8.750750,0.861172
8.752009,0.860779
8.753269,0.860385
8.754530,0.859992
8.755793,0.859599
8.757057,0.859207
8.758322,0.858815
8.759588,0.858423
8.760856,0.858032
8.762125,0.857641
8.763395,0.857251
8.764667,0.856861
8.765940,0.856472
8.767215,0.856083
8.768490,0.855695
8.769768,0.855306
8.771046,0.854919
8.772326,0.854532
8.773608,0.854145
8.774891,0.853759
8.776175,0.853373
8.777461,0.852988
8.778749,0.852603
8.780038,0.852218
8.781329,0.851834
8.782621,0.851451
8.783914,0.851068
8.785210,0.850686
8.786507,0.850304
8.787805,0.849922
8.789106,0.849541
8.790408,0.849161
8.791711,0.848781
8.793017,0.848402
8.794324,0.848023
8.795633,0.847644
8.796943,0.847267
8.798256,0.846889
8.799570,0.846513
8.800886,0.846136
8.802204,0.845761
8.803524,0.845386
8.804845,0.845011
8.806169,0.844637
8.807495,0.844264
8.808822,0.843891
8.810152,0.843519
8.811483,0.843147
